wavelength,absorbance,bonds,,,absorbance,
2532.52945,0.000323,,,,0.002823,0.000323
2534.458262,0.000315,,,,0.002815,0.000315
2536.387073,0.000288,,,,0.002788,0.000288
2538.315885,0.000283,,,,0.002783,0.000283
2540.244696,0.000304,,,,0.002804,0.000304
2542.173507,0.000313,,,,0.002813,0.000313
2544.102319,0.000312,,,,0.002812,0.000312
2546.03113,0.000311,,,,0.002811,0.000311
2547.959942,0.000337,,,,0.002837,0.000337
2549.888753,0.00036,,,,0.00286,0.00036
2551.817565,0.000326,,,,0.002826,0.000326
2553.746376,0.00029,,,,0.00279,0.00029
2555.675188,0.000298,,,,0.002798,0.000298
2557.603999,0.000304,,,,0.002804,0.000304
2559.532811,0.000295,,,,0.002795,0.000295
2561.461622,0.000297,,,,0.002797,0.000297
2563.390434,0.000327,,,,0.002827,0.000327
2565.319245,0.000345,,,,0.002845,0.000345
2567.248056,0.000318,,,,0.002818,0.000318
2569.176868,0.000304,,,,0.002804,0.000304
2571.105679,0.000332,,,,0.002832,0.000332
2573.034491,0.000345,,,,0.002845,0.000345
2574.963302,0.000321,,,,0.002821,0.000321
2576.892114,0.000313,,,,0.002813,0.000313
2578.820925,0.000332,,,,0.002832,0.000332
2580.749737,0.000309,,,,0.002809,0.000309
2582.678548,0.000288,,,,0.002788,0.000288
2584.60736,0.000326,,,,0.002826,0.000326
2586.536171,0.00033,,,,0.00283,0.00033
2588.464983,0.000306,,,,0.002806,0.000306
2590.393794,0.000325,,,,0.002825,0.000325
2592.322605,0.000326,,,,0.002826,0.000326
2594.251417,0.00029,,,,0.00279,0.00029
2596.180228,0.000277,,,,0.002777,0.000277
2598.10904,0.000288,,,,0.002788,0.000288
2600.037851,0.000319,,,,0.002819,0.000319
2601.966663,0.000354,,,,0.002854,0.000354
2603.895474,0.000337,,,,0.002837,0.000337
2605.824286,0.000282,,,,0.002782,0.000282
2607.753097,0.000268,,,,0.002768,0.000268
2609.681909,0.000296,,,,0.002796,0.000296
2611.61072,0.000318,,,,0.002818,0.000318
2613.539532,0.000312,,,,0.002812,0.000312
2615.468343,0.000276,,,,0.002776,0.000276
2617.397154,0.000268,,,,0.002768,0.000268
2619.325966,0.000298,,,,0.002798,0.000298
2621.254777,0.000299,,,,0.002799,0.000299
2623.183589,0.00028,,,,0.00278,0.00028
2625.1124,0.000286,,,,0.002786,0.000286
2627.041212,0.000292,,,,0.002792,0.000292
2628.970023,0.000281,,,,0.002781,0.000281
2630.898835,0.000291,,,,0.002791,0.000291
2632.827646,0.000307,,,,0.002807,0.000307
2634.756458,0.000279,,,,0.002779,0.000279
2636.685269,0.000242,,,,0.002742,0.000242
2638.614081,0.000242,,,,0.002742,0.000242
2640.542892,0.000245,,,,0.002745,0.000245
2642.471703,0.000236,,,,0.002736,0.000236
2644.400515,0.000238,,,,0.002738,0.000238
2646.329326,0.000228,,,,0.002728,0.000228
2648.258138,0.000218,,,,0.002718,0.000218
2650.186949,0.00025,,,,0.00275,0.00025
2652.115761,0.00029,,,,0.00279,0.00029
2654.044572,0.000291,,,,0.002791,0.000291
2655.973384,0.00027,,,,0.00277,0.00027
2657.902195,0.000257,,,,0.002757,0.000257
2659.831007,0.000241,,,,0.002741,0.000241
2661.759818,0.000226,,,,0.002726,0.000226
2663.68863,0.000234,,,,0.002734,0.000234
2665.617441,0.000236,,,,0.002736,0.000236
2667.546253,0.000203,,,,0.002703,0.000203
2669.475064,0.000181,,,,0.002681,0.000181
2671.403875,0.000188,,,,0.002688,0.000188
2673.332687,0.000176,,,,0.002676,0.000176
2675.261498,0.000163,,,,0.002663,0.000163
2677.19031,0.000186,,,,0.002686,0.000186
2679.119121,0.000191,,,,0.002691,0.000191
2681.047933,0.000182,,,,0.002682,0.000182
2682.976744,0.000183,,,,0.002683,0.000183
2684.905556,0.000186,,,,0.002686,0.000186
2686.834367,0.000201,,,,0.002701,0.000201
2688.763179,0.000196,,,,0.002696,0.000196
2690.69199,0.000195,,,,0.002695,0.000195
2692.620802,0.000217,,,,0.002717,0.000217
2694.549613,0.000205,,,,0.002705,0.000205
2696.478424,0.000191,,,,0.002691,0.000191
2698.407236,0.000197,,,,0.002697,0.000197
2700.336047,0.000174,,,,0.002674,0.000174
2702.264859,0.000154,,,,0.002654,0.000154
2704.19367,0.000156,,,,0.002656,0.000156
2706.122482,0.000156,,,,0.002656,0.000156
2708.051293,0.000168,,,,0.002668,0.000168
2709.980105,0.000153,,,,0.002653,0.000153
2711.908916,0.000129,,,,0.002629,0.000129
2713.837728,0.000173,,,,0.002673,0.000173
2715.766539,0.00018,,,,0.00268,0.00018
2717.695351,0.000149,,,,0.002649,0.000149
2719.624162,0.000184,,,,0.002684,0.000184
2721.552973,0.000207,,,,0.002707,0.000207
2723.481785,0.000185,,,,0.002685,0.000185
2725.410596,0.000165,,,,0.002665,0.000165
2727.339408,0.000148,,,,0.002648,0.000148
2729.268219,0.000163,,,,0.002663,0.000163
2731.197031,0.000182,,,,0.002682,0.000182
2733.125842,0.000188,,,,0.002688,0.000188
2735.054654,0.000195,,,,0.002695,0.000195
2736.983465,0.000173,,,,0.002673,0.000173
2738.912277,0.000149,,,,0.002649,0.000149
2740.841088,0.000148,,,,0.002648,0.000148
2742.7699,0.000142,,,,0.002642,0.000142
2744.698711,0.000148,,,,0.002648,0.000148
2746.627522,0.000143,,,,0.002643,0.000143
2748.556334,0.000113,,,,0.002613,0.000113
2750.485145,0.000113,,,,0.002613,0.000113
2752.413957,0.000133,,,,0.002633,0.000133
2754.342768,0.000136,,,,0.002636,0.000136
2756.27158,0.000145,,,,0.002645,0.000145
2758.200391,0.000147,,,,0.002647,0.000147
2760.129203,0.000106,,,,0.002606,0.000106
2762.058014,9.4E-05,,,,0.002594,9.4E-05
2763.986826,0.000144,,,,0.002644,0.000144
2765.915637,0.000165,,,,0.002665,0.000165
2767.844449,0.000149,,,,0.002649,0.000149
2769.77326,0.000132,,,,0.002632,0.000132
2771.702071,0.000135,,,,0.002635,0.000135
2773.630883,0.000169,,,,0.002669,0.000169
2775.559694,0.000192,,,,0.002692,0.000192
2777.488506,0.000172,,,,0.002672,0.000172
2779.417317,0.000119,,,,0.002619,0.000119
2781.346129,0.000104,,,,0.002604,0.000104
2783.27494,0.000137,,,,0.002637,0.000137
2785.203752,0.000121,,,,0.002621,0.000121
2787.132563,9.3E-05,,,,0.002593,9.3E-05
2789.061375,0.000135,,,,0.002635,0.000135
2790.990186,0.000179,,,,0.002679,0.000179
2792.918998,0.000172,,,,0.002672,0.000172
2794.847809,0.000132,,,,0.002632,0.000132
2796.77662,0.000108,,,,0.002608,0.000108
2798.705432,0.000122,,,,0.002622,0.000122
2800.634243,0.000122,,,,0.002622,0.000122
2802.563055,0.000114,aliphatic C-H,,,0.002614,0.000114
2804.491866,0.000127,aliphatic C-H,,,0.002627,0.000127
2806.420678,0.000152,aliphatic C-H,,,0.002652,0.000152
2808.349489,0.000188,aliphatic C-H,,,0.002688,0.000188
2810.278301,0.000192,aliphatic C-H,,,0.002692,0.000192
2812.207112,0.00019,aliphatic C-H,,,0.00269,0.00019
2814.135924,0.000218,aliphatic C-H,,,0.002718,0.000218
2816.064735,0.000191,aliphatic C-H,,,0.002691,0.000191
2817.993547,0.000135,aliphatic C-H,,,0.002635,0.000135
2819.922358,0.000155,aliphatic C-H,,,0.002655,0.000155
2821.851169,0.000214,aliphatic C-H,,,0.002714,0.000214
2823.779981,0.000228,aliphatic C-H,,,0.002728,0.000228
2825.708792,0.000222,aliphatic C-H,,,0.002722,0.000222
2827.637604,0.000231,aliphatic C-H,,,0.002731,0.000231
2829.566415,0.000253,aliphatic C-H,,,0.002753,0.000253
2831.495227,0.000297,aliphatic C-H,,,0.002797,0.000297
2833.424038,0.00035,aliphatic C-H,,,0.00285,0.00035
2835.35285,0.000449,aliphatic C-H,,,0.002949,0.000449
2837.281661,0.00061,aliphatic C-H,,,0.00311,0.00061
2839.210473,0.000813,aliphatic C-H,,,0.003313,0.000813
2841.139284,0.001063,aliphatic C-H,,,0.003563,0.001063
2843.068096,0.001316,aliphatic C-H,,,0.003816,0.001316
2844.996907,0.001577,aliphatic C-H,,,0.004077,0.001577
2846.925719,0.001811,aliphatic C-H,,,0.004311,0.001811
2848.85453,0.001907,aliphatic C-H,,,0.004407,0.001907
2850.783341,0.001905,aliphatic C-H,,,0.004405,0.001905
2852.712153,0.001861,aliphatic C-H,,,0.004361,0.001861
2854.640964,0.001746,aliphatic C-H,,,0.004246,0.001746
2856.569776,0.001568,aliphatic C-H,,,0.004068,0.001568
2858.498587,0.001399,aliphatic C-H,,,0.003899,0.001399
2860.427399,0.001233,aliphatic C-H,,,0.003733,0.001233
2862.35621,0.001056,aliphatic C-H,,,0.003556,0.001056
2864.285022,0.000942,aliphatic C-H,,,0.003442,0.000942
2866.213833,0.00087,aliphatic C-H,,,0.00337,0.00087
2868.142645,0.000814,aliphatic C-H,,,0.003314,0.000814
2870.071456,0.000783,aliphatic C-H,,,0.003283,0.000783
2872.000268,0.000753,aliphatic C-H,,,0.003253,0.000753
2873.929079,0.000788,aliphatic C-H,,,0.003288,0.000788
2875.85789,0.000903,aliphatic C-H,,,0.003403,0.000903
2877.786702,0.001015,aliphatic C-H,,,0.003515,0.001015
2879.715513,0.001056,aliphatic C-H,,,0.003556,0.001056
2881.644325,0.001049,aliphatic C-H,,,0.003549,0.001049
2883.573136,0.001114,aliphatic C-H,,,0.003614,0.001114
2885.501948,0.001214,aliphatic C-H,,,0.003714,0.001214
2887.430759,0.001241,aliphatic C-H,,,0.003741,0.001241
2889.359571,0.001289,aliphatic C-H,,,0.003789,0.001289
2891.288382,0.001448,aliphatic C-H,,,0.003948,0.001448
2893.217194,0.001597,aliphatic C-H,,,0.004097,0.001597
2895.146005,0.001709,aliphatic C-H,,,0.004209,0.001709
2897.074817,0.001901,aliphatic C-H,,,0.004401,0.001901
2899.003628,0.002135,aliphatic C-H,,,0.004635,0.002135
2900.932439,0.002375,aliphatic C-H,,,0.004875,0.002375
2902.861251,0.002677,aliphatic C-H,,,0.005177,0.002677
2904.790062,0.002984,aliphatic C-H,,,0.005484,0.002984
2906.718874,0.00326,aliphatic C-H,,,0.00576,0.00326
2908.647685,0.003533,aliphatic C-H,,,0.006033,0.003533
2910.576497,0.003797,aliphatic C-H,,,0.006297,0.003797
2912.505308,0.004104,aliphatic C-H,,,0.006604,0.004104
2914.43412,0.004462,aliphatic C-H,,,0.006962,0.004462
2916.362931,0.00482,aliphatic C-H,,,0.00732,0.00482
2918.291743,0.005154,aliphatic C-H,,,0.007654,0.005154
2920.220554,0.005392,aliphatic C-H,,,0.007892,0.005392
2922.149366,0.005517,aliphatic C-H,,,0.008017,0.005517
2924.078177,0.005571,aliphatic C-H,,,0.008071,0.005571
2926.006988,0.005515,aliphatic C-H,,,0.008015,0.005515
2927.9358,0.005287,aliphatic C-H,,,0.007787,0.005287
2929.864611,0.004901,aliphatic C-H,,,0.007401,0.004901
2931.793423,0.004441,aliphatic C-H,,,0.006941,0.004441
2933.722234,0.003958,aliphatic C-H,,,0.006458,0.003958
2935.651046,0.003508,aliphatic C-H,,,0.006008,0.003508
2937.579857,0.003112,aliphatic C-H,,,0.005612,0.003112
2939.508669,0.002692,aliphatic C-H,,,0.005192,0.002692
2941.43748,0.002304,aliphatic C-H,,,0.004804,0.002304
2943.366292,0.001996,aliphatic C-H,,,0.004496,0.001996
2945.295103,0.001722,aliphatic C-H,,,0.004222,0.001722
2947.223915,0.001511,aliphatic C-H,,,0.004011,0.001511
2949.152726,0.001305,aliphatic C-H,,,0.003805,0.001305
2951.081537,0.001078,aliphatic C-H,,,0.003578,0.001078
2953.010349,0.00091,aliphatic C-H,,,0.00341,0.00091
2954.93916,0.000788,aliphatic C-H,,,0.003288,0.000788
2956.867972,0.000721,aliphatic C-H,,,0.003221,0.000721
2958.796783,0.000658,aliphatic C-H,,,0.003158,0.000658
2960.725595,0.000523,aliphatic C-H,,,0.003023,0.000523
2962.654406,0.000444,aliphatic C-H,,,0.002944,0.000444
2964.583218,0.00045,aliphatic C-H,,,0.00295,0.00045
2966.512029,0.000428,aliphatic C-H,,,0.002928,0.000428
2968.440841,0.000396,aliphatic C-H,,,0.002896,0.000396
2970.369652,0.000374,aliphatic C-H,,,0.002874,0.000374
2972.298464,0.000342,,,,0.002842,0.000342
2974.227275,0.000323,,,,0.002823,0.000323
2976.156086,0.000343,,,,0.002843,0.000343
2978.084898,0.00037,,,,0.00287,0.00037
2980.013709,0.000353,,,,0.002853,0.000353
2981.942521,0.000335,,,,0.002835,0.000335
2983.871332,0.000323,,,,0.002823,0.000323
2985.800144,0.00031,,,,0.00281,0.00031
2987.728955,0.000335,,,,0.002835,0.000335
2989.657767,0.00035,,,,0.00285,0.00035
2991.586578,0.000331,,,,0.002831,0.000331
2993.51539,0.000311,,,,0.002811,0.000311
2995.444201,0.000374,,,,0.002874,0.000374
2997.373013,0.00057,,,,0.00307,0.00057
2999.301824,0.000752,aromatic C-H,,,0.003252,0.000752
3001.230635,0.000813,aromatic C-H,,,0.003313,0.000813
3003.159447,0.000767,aromatic C-H,,,0.003267,0.000767
3005.088258,0.000679,aromatic C-H,,,0.003179,0.000679
3007.01707,0.000621,aromatic C-H,,,0.003121,0.000621
3008.945881,0.000576,aromatic C-H,,,0.003076,0.000576
3010.874693,0.000597,aromatic C-H,,,0.003097,0.000597
3012.803504,0.000763,aromatic C-H,,,0.003263,0.000763
3014.732316,0.001046,aromatic C-H,,,0.003546,0.001046
3016.661127,0.001432,aromatic C-H,,,0.003932,0.001432
3018.589939,0.001926,aromatic C-H,,,0.004426,0.001926
3020.51875,0.002615,aromatic C-H,,,0.005115,0.002615
3022.447562,0.003526,aromatic C-H,,,0.006026,0.003526
3024.376373,0.004294,aromatic C-H,,,0.006794,0.004294
3026.305185,0.004513,aromatic C-H,,,0.007013,0.004513
3028.233996,0.004169,aromatic C-H,,,0.006669,0.004169
3030.162807,0.003479,aromatic C-H,,,0.005979,0.003479
3032.091619,0.00272,aromatic C-H,,,0.00522,0.00272
3034.02043,0.002067,aromatic C-H,,,0.004567,0.002067
3035.949242,0.001565,aromatic C-H,,,0.004065,0.001565
3037.878053,0.001252,aromatic C-H,,,0.003752,0.001252
3039.806865,0.00104,aromatic C-H,,,0.00354,0.00104
3041.735676,0.000851,aromatic C-H,,,0.003351,0.000851
3043.664488,0.000764,aromatic C-H,,,0.003264,0.000764
3045.593299,0.000767,aromatic C-H,,,0.003267,0.000767
3047.522111,0.000808,aromatic C-H,,,0.003308,0.000808
3049.450922,0.000887,aromatic C-H,,,0.003387,0.000887
3051.379734,0.000998,aromatic C-H,,,0.003498,0.000998
3053.308545,0.001212,aromatic C-H,,,0.003712,0.001212
3055.237356,0.001529,aromatic C-H,,,0.004029,0.001529
3057.166168,0.001835,aromatic C-H,,,0.004335,0.001835
3059.094979,0.002036,aromatic C-H,,,0.004536,0.002036
3061.023791,0.002056,aromatic C-H,,,0.004556,0.002056
3062.952602,0.001887,aromatic C-H,,,0.004387,0.001887
3064.881414,0.001591,aromatic C-H,,,0.004091,0.001591
3066.810225,0.001264,aromatic C-H,,,0.003764,0.001264
3068.739037,0.000993,aromatic C-H,,,0.003493,0.000993
3070.667848,0.000818,aromatic C-H,,,0.003318,0.000818
3072.59666,0.000758,aromatic C-H,,,0.003258,0.000758
3074.525471,0.000795,aromatic C-H,,,0.003295,0.000795
3076.454283,0.00088,aromatic C-H,,,0.00338,0.00088
3078.383094,0.001016,aromatic C-H,,,0.003516,0.001016
3080.311905,0.001186,aromatic C-H,,,0.003686,0.001186
3082.240717,0.001284,aromatic C-H,,,0.003784,0.001284
3084.169528,0.001242,aromatic C-H,,,0.003742,0.001242
3086.09834,0.001049,aromatic C-H,,,0.003549,0.001049
3088.027151,0.000756,aromatic C-H,,,0.003256,0.000756
3089.955963,0.000484,aromatic C-H,,,0.002984,0.000484
3091.884774,0.000322,aromatic C-H,,,0.002822,0.000322
3093.813586,0.000285,aromatic C-H,,,0.002785,0.000285
3095.742397,0.000257,aromatic C-H,,,0.002757,0.000257
3097.671209,0.000187,aromatic C-H,,,0.002687,0.000187
3099.60002,0.000181,aromatic C-H,,,0.002681,0.000181
3101.528832,0.000215,aromatic C-H,,,0.002715,0.000215
3103.457643,0.000242,aromatic C-H,,,0.002742,0.000242
3105.386454,0.000245,aromatic C-H,,,0.002745,0.000245
3107.315266,0.0002,aromatic C-H,,,0.0027,0.0002
3109.244077,0.000129,aromatic C-H,,,0.002629,0.000129
3111.172889,0.000036,aromatic C-H,,,0.002536,0.000036
3113.1017,-1.8E-05,aromatic C-H,,,0.002482,-1.8E-05
3115.030512,-3E-05,aromatic C-H,,,0.00247,-3E-05
3116.959323,-0.000072,,,,0.002428,-0.000072
3118.888135,-0.000134,,,,0.002366,-0.000134
3120.816946,-0.000195,,,,0.002305,-0.000195
3122.745758,-0.00021,,,,0.00229,-0.00021
3124.674569,-0.000209,,,,0.002291,-0.000209
3126.603381,-0.000229,,,,0.002271,-0.000229
3128.532192,-0.000211,,,,0.002289,-0.000211
3130.461003,-0.0002,,,,0.0023,-0.0002
3132.389815,-0.000223,,,,0.002277,-0.000223
3134.318626,-0.000218,,,,0.002282,-0.000218
3136.247438,-0.000207,,,,0.002293,-0.000207
3138.176249,-0.000215,,,,0.002285,-0.000215
3140.105061,-0.000216,,,,0.002284,-0.000216
3142.033872,-0.000197,,,,0.002303,-0.000197
3143.962684,-0.000178,,,,0.002322,-0.000178
3145.891495,-0.00019,,,,0.00231,-0.00019
3147.820307,-0.00021,,,,0.00229,-0.00021
3149.749118,-0.000186,,,,0.002314,-0.000186
3151.67793,-0.000174,,,,0.002326,-0.000174
3153.606741,-0.000209,,,,0.002291,-0.000209
3155.535552,-0.000194,,,,0.002306,-0.000194
3157.464364,-0.000186,,,,0.002314,-0.000186
3159.393175,-0.000254,,,,0.002246,-0.000254
3161.321987,-0.000269,,,,0.002231,-0.000269
3163.250798,-0.000231,,,,0.002269,-0.000231
3165.17961,-0.000215,,,,0.002285,-0.000215
3167.108421,-0.000199,,,,0.002301,-0.000199
3169.037233,-0.000196,,,,0.002304,-0.000196
3170.966044,-0.000228,,,,0.002272,-0.000228
3172.894856,-0.000269,,,,0.002231,-0.000269
3174.823667,-0.000241,,,,0.002259,-0.000241
3176.752479,-0.000203,,,,0.002297,-0.000203
3178.68129,-0.000258,,,,0.002242,-0.000258
3180.610102,-0.000285,,,,0.002215,-0.000285
3182.538913,-0.000256,,,,0.002244,-0.000256
3184.467724,-0.000248,,,,0.002252,-0.000248
3186.396536,-0.000214,,,,0.002286,-0.000214
3188.325347,-0.000186,,,,0.002314,-0.000186
3190.254159,-0.000191,,,,0.002309,-0.000191
3192.18297,-0.000182,,,,0.002318,-0.000182
3194.111782,-0.000198,,,,0.002302,-0.000198
3196.040593,-0.000229,,,,0.002271,-0.000229
3197.969405,-0.000201,,,,0.002299,-0.000201
3199.898216,-0.000166,,,,0.002334,-0.000166
3201.827028,-0.000158,,,,0.002342,-0.000158
3203.755839,-0.000196,,,,0.002304,-0.000196
3205.684651,-0.000278,,,,0.002222,-0.000278
3207.613462,-0.000271,,,,0.002229,-0.000271
3209.542273,-0.000229,,,,0.002271,-0.000229
3211.471085,-0.000281,,,,0.002219,-0.000281
3213.399896,-0.000296,,,,0.002204,-0.000296
3215.328708,-0.000239,,,,0.002261,-0.000239
3217.257519,-0.00021,,,,0.00229,-0.00021
3219.186331,-0.000216,,,,0.002284,-0.000216
3221.115142,-0.000226,,,,0.002274,-0.000226
3223.043954,-0.000233,,,,0.002267,-0.000233
3224.972765,-0.000264,,,,0.002236,-0.000264
3226.901577,-0.00029,,,,0.00221,-0.00029
3228.830388,-0.000295,,,,0.002205,-0.000295
3230.7592,-0.000305,,,,0.002195,-0.000305
3232.688011,-0.000278,,,,0.002222,-0.000278
3234.616822,-0.000248,,,,0.002252,-0.000248
3236.545634,-0.000276,,,,0.002224,-0.000276
3238.474445,-0.000315,,,,0.002185,-0.000315
3240.403257,-0.00032,,,,0.00218,-0.00032
3242.332068,-0.00029,,,,0.00221,-0.00029
3244.26088,-0.000254,,,,0.002246,-0.000254
3246.189691,-0.000256,,,,0.002244,-0.000256
3248.118503,-0.000289,,,,0.002211,-0.000289
3250.047314,-0.000292,,,,0.002208,-0.000292
3251.976126,-0.000267,,,,0.002233,-0.000267
3253.904937,-0.000287,,,,0.002213,-0.000287
3255.833749,-0.000308,,,,0.002192,-0.000308
3257.76256,-0.000273,,,,0.002227,-0.000273
3259.691371,-0.000264,,,,0.002236,-0.000264
3261.620183,-0.000324,,,,0.002176,-0.000324
3263.548994,-0.000359,,,,0.002141,-0.000359
3265.477806,-0.000321,,,,0.002179,-0.000321
3267.406617,-0.00031,,,,0.00219,-0.00031
3269.335429,-0.000345,,,,0.002155,-0.000345
3271.26424,-0.000338,,,,0.002162,-0.000338
3273.193052,-0.000329,,,,0.002171,-0.000329
3275.121863,-0.000347,,,,0.002153,-0.000347
3277.050675,-0.000335,,,,0.002165,-0.000335
3278.979486,-0.000297,,,,0.002203,-0.000297
3280.908298,-0.000288,,,,0.002212,-0.000288
3282.837109,-0.000316,,,,0.002184,-0.000316
3284.76592,-0.000313,,,,0.002187,-0.000313
3286.694732,-0.000269,,,,0.002231,-0.000269
3288.623543,-0.000249,,,,0.002251,-0.000249
3290.552355,-0.000274,,,,0.002226,-0.000274
3292.481166,-0.000304,,,,0.002196,-0.000304
3294.409978,-0.000305,,,,0.002195,-0.000305
3296.338789,-0.000323,,,,0.002177,-0.000323
3298.267601,-0.000353,,,,0.002147,-0.000353
3300.196412,-0.000307,,,,0.002193,-0.000307
3302.125224,-0.000235,,,,0.002265,-0.000235
3304.054035,-0.000241,,,,0.002259,-0.000241
3305.982847,-0.000288,,,,0.002212,-0.000288
3307.911658,-0.000291,,,,0.002209,-0.000291
3309.840469,-0.000273,,,,0.002227,-0.000273
3311.769281,-0.000298,,,,0.002202,-0.000298
3313.698092,-0.000333,,,,0.002167,-0.000333
3315.626904,-0.000323,,,,0.002177,-0.000323
3317.555715,-0.000308,,,,0.002192,-0.000308
3319.484527,-0.000317,,,,0.002183,-0.000317
3321.413338,-0.0003,,,,0.0022,-0.0003
3323.34215,-0.000293,,,,0.002207,-0.000293
3325.270961,-0.00035,,,,0.00215,-0.00035
3327.199773,-0.000357,,,,0.002143,-0.000357
3329.128584,-0.000301,,,,0.002199,-0.000301
3331.057396,-0.00031,,,,0.00219,-0.00031
3332.986207,-0.00036,,,,0.00214,-0.00036
3334.915018,-0.000353,,,,0.002147,-0.000353
3336.84383,-0.000319,,,,0.002181,-0.000319
3338.772641,-0.000359,,,,0.002141,-0.000359
3340.701453,-0.000428,,,,0.002072,-0.000428
3342.630264,-0.000426,,,,0.002074,-0.000426
3344.559076,-0.000403,,,,0.002097,-0.000403
3346.487887,-0.000364,,,,0.002136,-0.000364
3348.416699,-0.000317,,,,0.002183,-0.000317
3350.34551,-0.000329,,,,0.002171,-0.000329
3352.274322,-0.000327,,,,0.002173,-0.000327
3354.203133,-0.000324,,,,0.002176,-0.000324
3356.131945,-0.000365,,,,0.002135,-0.000365
3358.060756,-0.000349,,,,0.002151,-0.000349
3359.989568,-0.000306,,,,0.002194,-0.000306
3361.918379,-0.00028,,,,0.00222,-0.00028
3363.84719,-0.00027,,,,0.00223,-0.00027
3365.776002,-0.000289,,,,0.002211,-0.000289
3367.704813,-0.00029,,,,0.00221,-0.00029
3369.633625,-0.000297,,,,0.002203,-0.000297
3371.562436,-0.00033,,,,0.00217,-0.00033
3373.491248,-0.000337,,,,0.002163,-0.000337
3375.420059,-0.000304,,,,0.002196,-0.000304
3377.348871,-0.00028,,,,0.00222,-0.00028
3379.277682,-0.00033,,,,0.00217,-0.00033
3381.206494,-0.000381,,,,0.002119,-0.000381
3383.135305,-0.000353,,,,0.002147,-0.000353
3385.064117,-0.000308,,,,0.002192,-0.000308
3386.992928,-0.00031,,,,0.00219,-0.00031
3388.921739,-0.000366,,,,0.002134,-0.000366
3390.850551,-0.000388,,,,0.002112,-0.000388
3392.779362,-0.000341,,,,0.002159,-0.000341
3394.708174,-0.000327,,,,0.002173,-0.000327
3396.636985,-0.000332,,,,0.002168,-0.000332
3398.565797,-0.000327,,,,0.002173,-0.000327
3400.494608,-0.000358,,,,0.002142,-0.000358
3402.42342,-0.000371,,,,0.002129,-0.000371
3404.352231,-0.000333,,,,0.002167,-0.000333
3406.281043,-0.000326,,,,0.002174,-0.000326
3408.209854,-0.000362,,,,0.002138,-0.000362
3410.138666,-0.000381,,,,0.002119,-0.000381
3412.067477,-0.000425,,,,0.002075,-0.000425
3413.996288,-0.00048,,,,0.00202,-0.00048
3415.9251,-0.000445,,,,0.002055,-0.000445
3417.853911,-0.000398,,,,0.002102,-0.000398
3419.782723,-0.000384,,,,0.002116,-0.000384
3421.711534,-0.000339,,,,0.002161,-0.000339
3423.640346,-0.000339,,,,0.002161,-0.000339
3425.569157,-0.000378,,,,0.002122,-0.000378
3427.497969,-0.000395,,,,0.002105,-0.000395
3429.42678,-0.000442,,,,0.002058,-0.000442
3431.355592,-0.000455,,,,0.002045,-0.000455
3433.284403,-0.000386,,,,0.002114,-0.000386
3435.213215,-0.000344,,,,0.002156,-0.000344
3437.142026,-0.000383,,,,0.002117,-0.000383
3439.070837,-0.000433,,,,0.002067,-0.000433
3440.999649,-0.000434,,,,0.002066,-0.000434
3442.92846,-0.00044,,,,0.00206,-0.00044
3444.857272,-0.000436,,,,0.002064,-0.000436
3446.786083,-0.00035,,,,0.00215,-0.00035
3448.714895,-0.000315,,,,0.002185,-0.000315
3450.643706,-0.000389,,,,0.002111,-0.000389
3452.572518,-0.000403,,,,0.002097,-0.000403
3454.501329,-0.000361,,,,0.002139,-0.000361
3456.430141,-0.000364,,,,0.002136,-0.000364
3458.358952,-0.000391,,,,0.002109,-0.000391
3460.287764,-0.000401,,,,0.002099,-0.000401
3462.216575,-0.000393,,,,0.002107,-0.000393
3464.145386,-0.000417,,,,0.002083,-0.000417
3466.074198,-0.000455,,,,0.002045,-0.000455
3468.003009,-0.000445,,,,0.002055,-0.000445
3469.931821,-0.000406,,,,0.002094,-0.000406
3471.860632,-0.000376,,,,0.002124,-0.000376
3473.789444,-0.00037,,,,0.00213,-0.00037
3475.718255,-0.000368,,,,0.002132,-0.000368
3477.647067,-0.000353,,,,0.002147,-0.000353
3479.575878,-0.00036,,,,0.00214,-0.00036
3481.50469,-0.000402,,,,0.002098,-0.000402
3483.433501,-0.000422,,,,0.002078,-0.000422
3485.362313,-0.000435,,,,0.002065,-0.000435
3487.291124,-0.00047,,,,0.00203,-0.00047
3489.219935,-0.000432,,,,0.002068,-0.000432
3491.148747,-0.000356,,,,0.002144,-0.000356
3493.077558,-0.000386,,,,0.002114,-0.000386
3495.00637,-0.000452,,,,0.002048,-0.000452
3496.935181,-0.000465,,,,0.002035,-0.000465
3498.863993,-0.000473,,,,0.002027,-0.000473
3500.792804,-0.0005,,,,0.002,-0.0005
3502.721616,-0.00052,,,,0.00198,-0.00052
3504.650427,-0.000513,,,,0.001987,-0.000513
3506.579239,-0.000507,,,,0.001993,-0.000507
3508.50805,-0.000496,,,,0.002004,-0.000496
3510.436862,-0.000458,,,,0.002042,-0.000458
3512.365673,-0.000431,,,,0.002069,-0.000431
3514.294484,-0.000423,,,,0.002077,-0.000423
3516.223296,-0.000426,,,,0.002074,-0.000426
3518.152107,-0.000426,,,,0.002074,-0.000426
3520.080919,-0.000435,,,,0.002065,-0.000435
3522.00973,-0.000464,,,,0.002036,-0.000464
3523.938542,-0.000453,,,,0.002047,-0.000453
3525.867353,-0.000436,,,,0.002064,-0.000436
