wavelength,absorbance,bonds,,,absorbance,
1458.181466,0.004794,aliphatic C-H,,,0.007294,0.004794
1460.110277,0.002833,aliphatic C-H,,,0.005333,0.002833
1462.039089,0.00193,aliphatic C-H,,,0.00443,0.00193
1463.9679,0.001487,aliphatic C-H,,,0.003987,0.001487
1465.896711,0.001248,aliphatic C-H,,,0.003748,0.001248
1467.825523,0.001126,aliphatic C-H,,,0.003626,0.001126
1469.754334,0.001039,aliphatic C-H,,,0.003539,0.001039
1471.683146,0.000986,aliphatic C-H,,,0.003486,0.000986
1473.611957,0.000998,aliphatic C-H,,,0.003498,0.000998
1475.540769,0.001036,aliphatic C-H,,,0.003536,0.001036
1477.46958,0.001098,aliphatic C-H,,,0.003598,0.001098
1479.398392,0.001246,aliphatic C-H,,,0.003746,0.001246
1481.327203,0.00159,aliphatic C-H,,,0.00409,0.00159
1483.256015,0.00217,aliphatic C-H,,,0.00467,0.00217
1485.184826,0.003257,aliphatic C-H,,,0.005757,0.003257
1487.113638,0.005052,aliphatic C-H,,,0.007552,0.005052
1489.042449,0.008529,aliphatic C-H,,,0.011029,0.008529
1490.97126,0.01482,aliphatic C-H,,,0.01732,0.01482
1492.900072,0.019255,aliphatic C-H,,,0.021755,0.019255
1494.828883,0.016147,aliphatic C-H,,,0.018647,0.016147
1496.757695,0.009243,aliphatic C-H,,,0.011743,0.009243
1498.686506,0.004687,aliphatic C-H,,,0.007187,0.004687
1500.615318,0.00263,aliphatic C-H,,,0.00513,0.00263
1502.544129,0.001632,aliphatic C-H,,,0.004132,0.001632
1504.472941,0.001162,aliphatic C-H,,,0.003662,0.001162
1506.401752,0.00096,aliphatic C-H,,,0.00346,0.00096
1508.330564,0.000933,aliphatic C-H,,,0.003433,0.000933
1510.259375,0.000892,aliphatic C-H,,,0.003392,0.000892
1512.188187,0.000805,aliphatic C-H,,,0.003305,0.000805
1514.116998,0.000688,aliphatic C-H,,,0.003188,0.000688
1516.045809,0.000587,aliphatic C-H,,,0.003087,0.000587
1517.974621,0.000516,aliphatic C-H,,,0.003016,0.000516
1519.903432,0.000436,aliphatic C-H,,,0.002936,0.000436
1521.832244,0.000373,aliphatic C-H,,,0.002873,0.000373
1523.761055,0.000348,aliphatic C-H,,,0.002848,0.000348
1525.689867,0.00036,aliphatic C-H,,,0.00286,0.00036
1527.618678,0.000379,aliphatic C-H,,,0.002879,0.000379
1529.54749,0.000428,aliphatic C-H,,,0.002928,0.000428
1531.476301,0.000461,aliphatic C-H,,,0.002961,0.000461
1533.405113,0.000463,aliphatic C-H,,,0.002963,0.000463
1535.333924,0.000541,aliphatic C-H,,,0.003041,0.000541
1537.262736,0.000615,aliphatic C-H,,,0.003115,0.000615
1539.191547,0.000608,aliphatic C-H,,,0.003108,0.000608
1541.120358,0.000622,,,,0.003122,0.000622
1543.04917,0.000657,,,,0.003157,0.000657
1544.977981,0.000654,,,,0.003154,0.000654
1546.906793,0.000618,,,,0.003118,0.000618
1548.835604,0.000543,,,,0.003043,0.000543
1550.764416,0.000451,aromatic C=C,,,0.002951,0.000451
1552.693227,0.000386,aromatic C=C,,,0.002886,0.000386
1554.622039,0.000315,aromatic C=C,,,0.002815,0.000315
1556.55085,0.000206,aromatic C=C,,,0.002706,0.000206
1558.479662,0.00012,aromatic C=C,,,0.00262,0.00012
1560.408473,0.000126,aromatic C=C,,,0.002626,0.000126
1562.337285,0.000177,aromatic C=C,,,0.002677,0.000177
1564.266096,0.000203,aromatic C=C,,,0.002703,0.000203
1566.194907,0.000191,aromatic C=C,,,0.002691,0.000191
1568.123719,0.000157,aromatic C=C,,,0.002657,0.000157
1570.05253,0.000174,aromatic C=C,,,0.002674,0.000174
1571.981342,0.000264,aromatic C=C,,,0.002764,0.000264
1573.910153,0.000356,aromatic C=C,,,0.002856,0.000356
1575.838965,0.000468,aromatic C=C,,,0.002968,0.000468
1577.767776,0.000716,aromatic C=C,,,0.003216,0.000716
1579.696588,0.001209,aromatic C=C,,,0.003709,0.001209
1581.625399,0.001808,aromatic C=C,,,0.004308,0.001808
1583.554211,0.001997,aromatic C=C,,,0.004497,0.001997
1585.483022,0.001637,aromatic C=C,,,0.004137,0.001637
1587.411834,0.00125,aromatic C=C,,,0.00375,0.00125
1589.340645,0.001209,aromatic C=C,,,0.003709,0.001209
1591.269456,0.001455,aromatic C=C,,,0.003955,0.001455
1593.198268,0.001889,aromatic C=C,,,0.004389,0.001889
1595.127079,0.002584,aromatic C=C,,,0.005084,0.002584
1597.055891,0.003739,aromatic C=C,,,0.006239,0.003739
1598.984702,0.005242,aromatic C=C,,,0.007742,0.005242
1600.913514,0.00626,aromatic C=C,,,0.00876,0.00626
1602.842325,0.005963,aromatic C=C,,,0.008463,0.005963
1604.771137,0.004584,aromatic C=C,,,0.007084,0.004584
1606.699948,0.003023,aromatic C=C,,,0.005523,0.003023
1608.62876,0.001889,aromatic C=C,,,0.004389,0.001889
1610.557571,0.001217,aromatic C=C,,,0.003717,0.001217
1612.486383,0.000806,aromatic C=C,,,0.003306,0.000806
1614.415194,0.000563,aromatic C=C,,,0.003063,0.000563
1616.344005,0.00043,aromatic C=C,,,0.00293,0.00043
1618.272817,0.000361,aromatic C=C,,,0.002861,0.000361
1620.201628,0.000314,aromatic C=C,,,0.002814,0.000314
1622.13044,0.000264,,,,0.002764,0.000264
1624.059251,0.000252,,,,0.002752,0.000252
1625.988063,0.000252,,,,0.002752,0.000252
1627.916874,0.000228,,,,0.002728,0.000228
1629.845686,0.000199,,,,0.002699,0.000199
1631.774497,0.000151,,,,0.002651,0.000151
1633.703309,0.000125,,,,0.002625,0.000125
1635.63212,0.000143,,,,0.002643,0.000143
1637.560932,0.000155,,,,0.002655,0.000155
1639.489743,0.000185,,,,0.002685,0.000185
1641.418555,0.000227,,,,0.002727,0.000227
1643.347366,0.000221,,,,0.002721,0.000221
1645.276177,0.000211,,,,0.002711,0.000211
1647.204989,0.000246,,,,0.002746,0.000246
1649.1338,0.000285,,,,0.002785,0.000285
1651.062612,0.000294,,,,0.002794,0.000294
1652.991423,0.000321,,,,0.002821,0.000321
1654.920235,0.000414,,,,0.002914,0.000414
1656.849046,0.000513,,,,0.003013,0.000513
1658.777858,0.000557,,,,0.003057,0.000557
1660.706669,0.00057,,,,0.00307,0.00057
1662.635481,0.000619,,,,0.003119,0.000619
1664.564292,0.000686,,,,0.003186,0.000686
1666.493104,0.000707,,,,0.003207,0.000707
1668.421915,0.000705,,,,0.003205,0.000705
1670.350726,0.000717,,,,0.003217,0.000717
1672.279538,0.000731,,,,0.003231,0.000731
1674.208349,0.000719,,,,0.003219,0.000719
1676.137161,0.000689,,,,0.003189,0.000689
1678.065972,0.000669,,,,0.003169,0.000669
1679.994784,0.000673,,,,0.003173,0.000673
1681.923595,0.000656,,,,0.003156,0.000656
1683.852407,0.000592,,,,0.003092,0.000592
1685.781218,0.000561,,,,0.003061,0.000561
1687.71003,0.000572,,,,0.003072,0.000572
1689.638841,0.000577,,,,0.003077,0.000577
1691.567653,0.000557,,,,0.003057,0.000557
1693.496464,0.000492,,,,0.002992,0.000492
1695.425275,0.000437,,,,0.002937,0.000437
1697.354087,0.000404,,,,0.002904,0.000404
1699.282898,0.000375,,,,0.002875,0.000375
1701.21171,0.000395,,,,0.002895,0.000395
1703.140521,0.000434,,,,0.002934,0.000434
1705.069333,0.000456,,,,0.002956,0.000456
1706.998144,0.000461,,,,0.002961,0.000461
1708.926956,0.000456,,,,0.002956,0.000456
1710.855767,0.000432,,,,0.002932,0.000432
1712.784579,0.000373,,,,0.002873,0.000373
1714.71339,0.000325,,,,0.002825,0.000325
1716.642202,0.000309,,,,0.002809,0.000309
1718.571013,0.000353,,,,0.002853,0.000353
1720.499824,0.00042,,,,0.00292,0.00042
1722.428636,0.00044,,,,0.00294,0.00044
1724.357447,0.000477,,,,0.002977,0.000477
1726.286259,0.00052,,,,0.00302,0.00052
1728.21507,0.000529,,,,0.003029,0.000529
1730.143882,0.000537,,,,0.003037,0.000537
1732.072693,0.000519,,,,0.003019,0.000519
1734.001505,0.000544,,,,0.003044,0.000544
1735.930316,0.00065,,,,0.00315,0.00065
1737.859128,0.000733,,,,0.003233,0.000733
1739.787939,0.000785,,,,0.003285,0.000785
1741.716751,0.000814,,,,0.003314,0.000814
1743.645562,0.000796,,,,0.003296,0.000796
1745.574373,0.00077,,,,0.00327,0.00077
1747.503185,0.000759,,,,0.003259,0.000759
1749.431996,0.00076,,,,0.00326,0.00076
1751.360808,0.000754,,,,0.003254,0.000754
1753.289619,0.000724,,,,0.003224,0.000724
1755.218431,0.000699,,,,0.003199,0.000699
1757.147242,0.000659,,,,0.003159,0.000659
1759.076054,0.000601,,,,0.003101,0.000601
1761.004865,0.000582,,,,0.003082,0.000582
1762.933677,0.000548,,,,0.003048,0.000548
1764.862488,0.000477,,,,0.002977,0.000477
1766.7913,0.000457,,,,0.002957,0.000457
1768.720111,0.000471,,,,0.002971,0.000471
1770.648922,0.000461,,,,0.002961,0.000461
1772.577734,0.000465,,,,0.002965,0.000465
1774.506545,0.000515,,,,0.003015,0.000515
1776.435357,0.000556,,,,0.003056,0.000556
1778.364168,0.000554,,,,0.003054,0.000554
1780.29298,0.000528,,,,0.003028,0.000528
1782.221791,0.000515,,,,0.003015,0.000515
1784.150603,0.000532,,,,0.003032,0.000532
1786.079414,0.000539,,,,0.003039,0.000539
1788.008226,0.000564,,,,0.003064,0.000564
1789.937037,0.000643,,,,0.003143,0.000643
1791.865849,0.000726,,,,0.003226,0.000726
1793.79466,0.000825,,,,0.003325,0.000825
1795.723471,0.000937,,,,0.003437,0.000937
1797.652283,0.001028,,,,0.003528,0.001028
1799.581094,0.001106,,,,0.003606,0.001106
1801.509906,0.001147,,,,0.003647,0.001147
1803.438717,0.001155,,,,0.003655,0.001155
1805.367529,0.001147,,,,0.003647,0.001147
1807.29634,0.001107,,,,0.003607,0.001107
1809.225152,0.001067,,,,0.003567,0.001067
1811.153963,0.001043,,,,0.003543,0.001043
1813.082775,0.001,,,,0.0035,0.001
1815.011586,0.000944,,,,0.003444,0.000944
1816.940398,0.000898,,,,0.003398,0.000898
1818.869209,0.000844,,,,0.003344,0.000844
1820.798021,0.000785,,,,0.003285,0.000785
1822.726832,0.000747,,,,0.003247,0.000747
1824.655643,0.000733,,,,0.003233,0.000733
1826.584455,0.000705,,,,0.003205,0.000705
1828.513266,0.000669,,,,0.003169,0.000669
1830.442078,0.000644,,,,0.003144,0.000644
1832.370889,0.000606,,,,0.003106,0.000606
1834.299701,0.000573,,,,0.003073,0.000573
1836.228512,0.000582,,,,0.003082,0.000582
1838.157324,0.000604,,,,0.003104,0.000604
1840.086135,0.000588,,,,0.003088,0.000588
1842.014947,0.000537,,,,0.003037,0.000537
1843.943758,0.000524,,,,0.003024,0.000524
1845.87257,0.000548,,,,0.003048,0.000548
1847.801381,0.000566,,,,0.003066,0.000566
1849.730192,0.000599,,,,0.003099,0.000599
1851.659004,0.000639,,,,0.003139,0.000639
1853.587815,0.000667,,,,0.003167,0.000667
1855.516627,0.000695,,,,0.003195,0.000695
1857.445438,0.00073,,,,0.00323,0.00073
1859.37425,0.000794,,,,0.003294,0.000794
1861.303061,0.00087,,,,0.00337,0.00087
1863.231873,0.000939,,,,0.003439,0.000939
1865.160684,0.000989,,,,0.003489,0.000989
1867.089496,0.001013,,,,0.003513,0.001013
1869.018307,0.001031,,,,0.003531,0.001031
1870.947119,0.00105,,,,0.00355,0.00105
1872.87593,0.001067,,,,0.003567,0.001067
1874.804741,0.001089,,,,0.003589,0.001089
1876.733553,0.001071,,,,0.003571,0.001071
1878.662364,0.001021,,,,0.003521,0.001021
1880.591176,0.001008,,,,0.003508,0.001008
1882.519987,0.000996,,,,0.003496,0.000996
1884.448799,0.000938,,,,0.003438,0.000938
1886.37761,0.000861,,,,0.003361,0.000861
1888.306422,0.000808,,,,0.003308,0.000808
1890.235233,0.000797,,,,0.003297,0.000797
1892.164045,0.000775,,,,0.003275,0.000775
1894.092856,0.000723,,,,0.003223,0.000723
1896.021668,0.000698,,,,0.003198,0.000698
1897.950479,0.00068,,,,0.00318,0.00068
1899.87929,0.000626,,,,0.003126,0.000626
1901.808102,0.000565,,,,0.003065,0.000565
1903.736913,0.000552,,,,0.003052,0.000552
1905.665725,0.00058,,,,0.00308,0.00058
1907.594536,0.000566,,,,0.003066,0.000566
1909.523348,0.000521,,,,0.003021,0.000521
1911.452159,0.000525,,,,0.003025,0.000525
1913.380971,0.000539,,,,0.003039,0.000539
1915.309782,0.000524,,,,0.003024,0.000524
1917.238594,0.000517,,,,0.003017,0.000517
1919.167405,0.000537,,,,0.003037,0.000537
1921.096217,0.000593,,,,0.003093,0.000593
1923.025028,0.000645,,,,0.003145,0.000645
1924.953839,0.000676,,,,0.003176,0.000676
1926.882651,0.000706,,,,0.003206,0.000706
1928.811462,0.000723,,,,0.003223,0.000723
1930.740274,0.000759,,,,0.003259,0.000759
1932.669085,0.000837,,,,0.003337,0.000837
1934.597897,0.000954,,,,0.003454,0.000954
1936.526708,0.001069,,,,0.003569,0.001069
1938.45552,0.001134,,,,0.003634,0.001134
1940.384331,0.001197,,,,0.003697,0.001197
1942.313143,0.001238,,,,0.003738,0.001238
1944.241954,0.001216,,,,0.003716,0.001216
1946.170766,0.001193,,,,0.003693,0.001193
1948.099577,0.001157,,,,0.003657,0.001157
1950.028388,0.001091,,,,0.003591,0.001091
1951.9572,0.001042,,,,0.003542,0.001042
1953.886011,0.001,,,,0.0035,0.001
1955.814823,0.000959,,,,0.003459,0.000959
1957.743634,0.000931,,,,0.003431,0.000931
1959.672446,0.000882,,,,0.003382,0.000882
1961.601257,0.000825,,,,0.003325,0.000825
1963.530069,0.000787,,,,0.003287,0.000787
1965.45888,0.000726,,,,0.003226,0.000726
1967.387692,0.000652,,,,0.003152,0.000652
1969.316503,0.000625,,,,0.003125,0.000625
1971.245315,0.000616,,,,0.003116,0.000616
1973.174126,0.000576,,,,0.003076,0.000576
1975.102938,0.00054,,,,0.00304,0.00054
1977.031749,0.000527,,,,0.003027,0.000527
1978.96056,0.000516,,,,0.003016,0.000516
1980.889372,0.000512,,,,0.003012,0.000512
1982.818183,0.00052,,,,0.00302,0.00052
1984.746995,0.000508,,,,0.003008,0.000508
1986.675806,0.000465,,,,0.002965,0.000465
1988.604618,0.000452,,,,0.002952,0.000452
1990.533429,0.000481,,,,0.002981,0.000481
1992.462241,0.000492,,,,0.002992,0.000492
1994.391052,0.000479,,,,0.002979,0.000479
1996.319864,0.00047,,,,0.00297,0.00047
1998.248675,0.000462,,,,0.002962,0.000462
2000.177487,0.000451,,,,0.002951,0.000451
2002.106298,0.000451,,,,0.002951,0.000451
2004.035109,0.000455,,,,0.002955,0.000455
2005.963921,0.000451,,,,0.002951,0.000451
2007.892732,0.000439,,,,0.002939,0.000439
2009.821544,0.000424,,,,0.002924,0.000424
2011.750355,0.000425,,,,0.002925,0.000425
2013.679167,0.000427,,,,0.002927,0.000427
2015.607978,0.000419,,,,0.002919,0.000419
2017.53679,0.000437,,,,0.002937,0.000437
2019.465601,0.000475,,,,0.002975,0.000475
2021.394413,0.000483,,,,0.002983,0.000483
2023.323224,0.000438,,,,0.002938,0.000438
2025.252036,0.00039,,,,0.00289,0.00039
2027.180847,0.00039,,,,0.00289,0.00039
2029.109658,0.000404,,,,0.002904,0.000404
2031.03847,0.000405,,,,0.002905,0.000405
2032.967281,0.000414,,,,0.002914,0.000414
2034.896093,0.000436,,,,0.002936,0.000436
2036.824904,0.000431,,,,0.002931,0.000431
2038.753716,0.000406,,,,0.002906,0.000406
2040.682527,0.000407,,,,0.002907,0.000407
2042.611339,0.000397,,,,0.002897,0.000397
2044.54015,0.000405,,,,0.002905,0.000405
2046.468962,0.000469,,,,0.002969,0.000469
2048.397773,0.000478,,,,0.002978,0.000478
2050.326585,0.000428,,,,0.002928,0.000428
2052.255396,0.000408,,,,0.002908,0.000408
2054.184207,0.000429,,,,0.002929,0.000429
2056.113019,0.00046,,,,0.00296,0.00046
2058.04183,0.000452,,,,0.002952,0.000452
2059.970642,0.000429,,,,0.002929,0.000429
2061.899453,0.000413,,,,0.002913,0.000413
2063.828265,0.000364,,,,0.002864,0.000364
2065.757076,0.000333,,,,0.002833,0.000333
2067.685888,0.000354,,,,0.002854,0.000354
2069.614699,0.000352,,,,0.002852,0.000352
2071.543511,0.00032,,,,0.00282,0.00032
2073.472322,0.000323,,,,0.002823,0.000323
2075.401134,0.000346,,,,0.002846,0.000346
2077.329945,0.000345,,,,0.002845,0.000345
2079.258756,0.00036,,,,0.00286,0.00036
2081.187568,0.000392,,,,0.002892,0.000392
2083.116379,0.000382,,,,0.002882,0.000382
2085.045191,0.000381,,,,0.002881,0.000381
2086.974002,0.000409,,,,0.002909,0.000409
2088.902814,0.000397,,,,0.002897,0.000397
2090.831625,0.000377,,,,0.002877,0.000377
2092.760437,0.000371,,,,0.002871,0.000371
2094.689248,0.000375,,,,0.002875,0.000375
2096.61806,0.000388,,,,0.002888,0.000388
2098.546871,0.000374,,,,0.002874,0.000374
2100.475683,0.000385,,,,0.002885,0.000385
2102.404494,0.000413,,,,0.002913,0.000413
2104.333305,0.000389,,,,0.002889,0.000389
2106.262117,0.00038,,,,0.00288,0.00038
2108.190928,0.000387,,,,0.002887,0.000387
2110.11974,0.000368,,,,0.002868,0.000368
2112.048551,0.00036,,,,0.00286,0.00036
2113.977363,0.000357,,,,0.002857,0.000357
2115.906174,0.000375,,,,0.002875,0.000375
2117.834986,0.000406,,,,0.002906,0.000406
2119.763797,0.000381,,,,0.002881,0.000381
2121.692609,0.000336,,,,0.002836,0.000336
2123.62142,0.000338,,,,0.002838,0.000338
2125.550232,0.00036,,,,0.00286,0.00036
2127.479043,0.000367,,,,0.002867,0.000367
2129.407854,0.000386,,,,0.002886,0.000386
2131.336666,0.000417,,,,0.002917,0.000417
2133.265477,0.000418,,,,0.002918,0.000418
2135.194289,0.000399,,,,0.002899,0.000399
2137.1231,0.000389,,,,0.002889,0.000389
2139.051912,0.000383,,,,0.002883,0.000383
2140.980723,0.000398,,,,0.002898,0.000398
2142.909535,0.000416,,,,0.002916,0.000416
2144.838346,0.000402,,,,0.002902,0.000402
2146.767158,0.000382,,,,0.002882,0.000382
2148.695969,0.000365,,,,0.002865,0.000365
2150.624781,0.000345,,,,0.002845,0.000345
2152.553592,0.000338,,,,0.002838,0.000338
2154.482404,0.000364,,,,0.002864,0.000364
2156.411215,0.000393,,,,0.002893,0.000393
2158.340026,0.00039,,,,0.00289,0.00039
2160.268838,0.0004,,,,0.0029,0.0004
2162.197649,0.000421,,,,0.002921,0.000421
2164.126461,0.000414,,,,0.002914,0.000414
2166.055272,0.000405,,,,0.002905,0.000405
2167.984084,0.000397,,,,0.002897,0.000397
2169.912895,0.000393,,,,0.002893,0.000393
2171.841707,0.000395,,,,0.002895,0.000395
2173.770518,0.000405,,,,0.002905,0.000405
2175.69933,0.000436,,,,0.002936,0.000436
2177.628141,0.000437,,,,0.002937,0.000437
2179.556953,0.000415,,,,0.002915,0.000415
2181.485764,0.000404,,,,0.002904,0.000404
2183.414575,0.00038,,,,0.00288,0.00038
2185.343387,0.000369,,,,0.002869,0.000369
2187.272198,0.000401,,,,0.002901,0.000401
2189.20101,0.000436,,,,0.002936,0.000436
2191.129821,0.000433,,,,0.002933,0.000433
2193.058633,0.000411,,,,0.002911,0.000411
2194.987444,0.000397,,,,0.002897,0.000397
2196.916256,0.000398,,,,0.002898,0.000398
2198.845067,0.000412,,,,0.002912,0.000412
2200.773879,0.000399,,,,0.002899,0.000399
2202.70269,0.000384,,,,0.002884,0.000384
2204.631502,0.000415,,,,0.002915,0.000415
2206.560313,0.00043,,,,0.00293,0.00043
2208.489124,0.000413,,,,0.002913,0.000413
2210.417936,0.000406,,,,0.002906,0.000406
2212.346747,0.000417,,,,0.002917,0.000417
2214.275559,0.00043,,,,0.00293,0.00043
2216.20437,0.000421,,,,0.002921,0.000421
2218.133182,0.000398,,,,0.002898,0.000398
2220.061993,0.000391,,,,0.002891,0.000391
2221.990805,0.000414,,,,0.002914,0.000414
2223.919616,0.000439,,,,0.002939,0.000439
2225.848428,0.000439,,,,0.002939,0.000439
2227.777239,0.000423,,,,0.002923,0.000423
2229.706051,0.000413,,,,0.002913,0.000413
2231.634862,0.000405,,,,0.002905,0.000405
2233.563673,0.000392,,,,0.002892,0.000392
2235.492485,0.000385,,,,0.002885,0.000385
2237.421296,0.000397,,,,0.002897,0.000397
2239.350108,0.000408,,,,0.002908,0.000408
2241.278919,0.000397,,,,0.002897,0.000397
2243.207731,0.000375,,,,0.002875,0.000375
2245.136542,0.000377,,,,0.002877,0.000377
2247.065354,0.000398,,,,0.002898,0.000398
2248.994165,0.000419,,,,0.002919,0.000419
2250.922977,0.000429,,,,0.002929,0.000429
2252.851788,0.000426,,,,0.002926,0.000426
2254.7806,0.000416,,,,0.002916,0.000416
2256.709411,0.000404,,,,0.002904,0.000404
2258.638222,0.000405,,,,0.002905,0.000405
2260.567034,0.000432,,,,0.002932,0.000432
2262.495845,0.00045,,,,0.00295,0.00045
2264.424657,0.000453,,,,0.002953,0.000453
2266.353468,0.000442,,,,0.002942,0.000442
2268.28228,0.000401,,,,0.002901,0.000401
2270.211091,0.000371,,,,0.002871,0.000371
2272.139903,0.000377,,,,0.002877,0.000377
2274.068714,0.000378,,,,0.002878,0.000378
2275.997526,0.000366,,,,0.002866,0.000366
2277.926337,0.000376,,,,0.002876,0.000376
2279.855149,0.000395,,,,0.002895,0.000395
2281.78396,0.000377,,,,0.002877,0.000377
2283.712771,0.000349,,,,0.002849,0.000349
2285.641583,0.000355,,,,0.002855,0.000355
2287.570394,0.000366,,,,0.002866,0.000366
2289.499206,0.000368,,,,0.002868,0.000368
2291.428017,0.000382,,,,0.002882,0.000382
2293.356829,0.000387,,,,0.002887,0.000387
2295.28564,0.00038,,,,0.00288,0.00038
2297.214452,0.000382,,,,0.002882,0.000382
2299.143263,0.000389,,,,0.002889,0.000389
2301.072075,0.000409,,,,0.002909,0.000409
2303.000886,0.000438,,,,0.002938,0.000438
2304.929698,0.000441,,,,0.002941,0.000441
2306.858509,0.000421,,,,0.002921,0.000421
2308.78732,0.000419,,,,0.002919,0.000419
2310.716132,0.000429,,,,0.002929,0.000429
2312.644943,0.000424,,,,0.002924,0.000424
2314.573755,0.000404,,,,0.002904,0.000404
2316.502566,0.000366,,,,0.002866,0.000366
2318.431378,0.000331,,,,0.002831,0.000331
2320.360189,0.000315,,,,0.002815,0.000315
2322.289001,0.000303,,,,0.002803,0.000303
2324.217812,0.00031,,,,0.00281,0.00031
2326.146624,0.000332,,,,0.002832,0.000332
2328.075435,0.000332,,,,0.002832,0.000332
2330.004247,0.000317,,,,0.002817,0.000317
2331.933058,0.000299,,,,0.002799,0.000299
2333.86187,0.000294,,,,0.002794,0.000294
2335.790681,0.000311,,,,0.002811,0.000311
2337.719492,0.000323,,,,0.002823,0.000323
2339.648304,0.000313,,,,0.002813,0.000313
2341.577115,0.000306,,,,0.002806,0.000306
2343.505927,0.000321,,,,0.002821,0.000321
2345.434738,0.000322,,,,0.002822,0.000322
2347.36355,0.000314,,,,0.002814,0.000314
2349.292361,0.000317,,,,0.002817,0.000317
2351.221173,0.0003,,,,0.0028,0.0003
2353.149984,0.000271,,,,0.002771,0.000271
2355.078796,0.000263,,,,0.002763,0.000263
2357.007607,0.000261,,,,0.002761,0.000261
2358.936419,0.000254,,,,0.002754,0.000254
2360.86523,0.000252,,,,0.002752,0.000252
2362.794041,0.000255,,,,0.002755,0.000255
2364.722853,0.000264,,,,0.002764,0.000264
2366.651664,0.000274,,,,0.002774,0.000274
2368.580476,0.000276,,,,0.002776,0.000276
2370.509287,0.000296,,,,0.002796,0.000296
2372.438099,0.000339,,,,0.002839,0.000339
2374.36691,0.000355,,,,0.002855,0.000355
2376.295722,0.000339,,,,0.002839,0.000339
2378.224533,0.000319,,,,0.002819,0.000319
2380.153345,0.000319,,,,0.002819,0.000319
2382.082156,0.000356,,,,0.002856,0.000356
2384.010968,0.000373,,,,0.002873,0.000373
2385.939779,0.000345,,,,0.002845,0.000345
2387.86859,0.000346,,,,0.002846,0.000346
2389.797402,0.000358,,,,0.002858,0.000358
2391.726213,0.000347,,,,0.002847,0.000347
2393.655025,0.00034,,,,0.00284,0.00034
2395.583836,0.000338,,,,0.002838,0.000338
2397.512648,0.000337,,,,0.002837,0.000337
2399.441459,0.000334,,,,0.002834,0.000334
2401.370271,0.00033,,,,0.00283,0.00033
2403.299082,0.000322,,,,0.002822,0.000322
2405.227894,0.000302,,,,0.002802,0.000302
2407.156705,0.000295,,,,0.002795,0.000295
2409.085517,0.00031,,,,0.00281,0.00031
2411.014328,0.000306,,,,0.002806,0.000306
2412.943139,0.000297,,,,0.002797,0.000297
2414.871951,0.00031,,,,0.00281,0.00031
2416.800762,0.000308,,,,0.002808,0.000308
2418.729574,0.000299,,,,0.002799,0.000299
2420.658385,0.000308,,,,0.002808,0.000308
2422.587197,0.0003,,,,0.0028,0.0003
2424.516008,0.00029,,,,0.00279,0.00029
2426.44482,0.000293,,,,0.002793,0.000293
2428.373631,0.000276,,,,0.002776,0.000276
2430.302443,0.000249,,,,0.002749,0.000249
2432.231254,0.000248,,,,0.002748,0.000248
2434.160066,0.000266,,,,0.002766,0.000266
2436.088877,0.000285,,,,0.002785,0.000285
2438.017688,0.000296,,,,0.002796,0.000296
2439.9465,0.000286,,,,0.002786,0.000286
2441.875311,0.000268,,,,0.002768,0.000268
2443.804123,0.000265,,,,0.002765,0.000265
2445.732934,0.000275,,,,0.002775,0.000275
2447.661746,0.000296,,,,0.002796,0.000296
2449.590557,0.000297,,,,0.002797,0.000297
2451.519369,0.000285,,,,0.002785,0.000285
2453.44818,0.000294,,,,0.002794,0.000294
2455.376992,0.000302,,,,0.002802,0.000302
2457.305803,0.000319,,,,0.002819,0.000319
2459.234615,0.000337,,,,0.002837,0.000337
2461.163426,0.000312,,,,0.002812,0.000312
2463.092237,0.00029,,,,0.00279,0.00029
2465.021049,0.000298,,,,0.002798,0.000298
2466.94986,0.000278,,,,0.002778,0.000278
2468.878672,0.000252,,,,0.002752,0.000252
2470.807483,0.000291,,,,0.002791,0.000291
2472.736295,0.000328,,,,0.002828,0.000328
2474.665106,0.00031,,,,0.00281,0.00031
2476.593918,0.000306,,,,0.002806,0.000306
2478.522729,0.000326,,,,0.002826,0.000326
2480.451541,0.000334,,,,0.002834,0.000334
2482.380352,0.000329,,,,0.002829,0.000329
2484.309164,0.000328,,,,0.002828,0.000328
2486.237975,0.000332,,,,0.002832,0.000332
2488.166786,0.000319,,,,0.002819,0.000319
2490.095598,0.000297,,,,0.002797,0.000297
2492.024409,0.000303,,,,0.002803,0.000303
2493.953221,0.000326,,,,0.002826,0.000326
2495.882032,0.000325,,,,0.002825,0.000325
2497.810844,0.000304,,,,0.002804,0.000304
2499.739655,0.000302,,,,0.002802,0.000302
2501.668467,0.00031,,,,0.00281,0.00031
2503.597278,0.000291,,,,0.002791,0.000291
2505.52609,0.000277,,,,0.002777,0.000277
2507.454901,0.000311,,,,0.002811,0.000311
2509.383713,0.000342,,,,0.002842,0.000342
2511.312524,0.000323,,,,0.002823,0.000323
2513.241336,0.00032,,,,0.00282,0.00032
2515.170147,0.000332,,,,0.002832,0.000332
2517.098958,0.000316,,,,0.002816,0.000316
2519.02777,0.000288,,,,0.002788,0.000288
2520.956581,0.00027,,,,0.00277,0.00027
2522.885393,0.000289,,,,0.002789,0.000289
2524.814204,0.000329,,,,0.002829,0.000329
2526.743016,0.000341,,,,0.002841,0.000341
2528.671827,0.000337,,,,0.002837,0.000337
2530.600639,0.000329,,,,0.002829,0.000329
