wavelength,absorbance,bonds,,,,,,,
1799.581094,0.001383,C=O,,,,,,,
1801.509906,0.001348,C=O,,,,,,,
1803.438717,0.00135,C=O,,,,,,,
1805.367529,0.001329,C=O,,,,,,,
1807.29634,0.001289,C=O,,,,,,,
1809.225152,0.001267,C=O,,,,,,,
1811.153963,0.001271,C=O,,,,,,,
1813.082775,0.00129,C=O,,,,,,,
1815.011586,0.001278,C=O,,,,,,,
1816.940398,0.001265,C=O,,,,,,,
1818.869209,0.001268,C=O,,,,,,,
1820.798021,0.001252,C=O,,,,,,,
1822.726832,0.001243,C=O,,,,,,,
1824.655643,0.001214,C=O,,,,,,,
1826.584455,0.001166,C=O,,,,,,,
1828.513266,0.001134,C=O,,,,,,,
1830.442078,0.001055,C=O,,,,,,,
1832.370889,0.000961,C=O,,,,,,,
1834.299701,0.000905,C=O,,,,,,,
1836.228512,0.000853,C=O,,,,,,,
1838.157324,0.000795,C=O,,,,,,,
1840.086135,0.000728,C=O,,,,,,,
1842.014947,0.000689,C=O,,,,,,,
1843.943758,0.000693,C=O,,,,,,,
1845.87257,0.000671,C=O,,,,,,,
1847.801381,0.000609,C=O,,,,,,,
1849.730192,0.000542,C=O,,,,,,,
1851.659004,0.000516,,,,,,,,
1853.587815,0.000518,,,,,,,,
1855.516627,0.000466,,,,,,,,
1857.445438,0.000403,,,,,,,,
1859.37425,0.000405,,,,,,,,
1861.303061,0.000399,,,,,,,,
1863.231873,0.000357,,,,,,,,
1865.160684,0.000325,,,,,,,,
1867.089496,0.000317,,,,,,,,
1869.018307,0.000321,,,,,,,,
1870.947119,0.000312,,,,,,,,
1872.87593,0.000305,,,,,,,,
1874.804741,0.000303,,,,,,,,
1876.733553,0.000285,,,,,,,,
1878.662364,0.000262,,,,,,,,
1880.591176,0.000228,,,,,,,,
1882.519987,0.000213,,,,,,,,
1884.448799,0.000237,,,,,,,,
1886.37761,0.000255,,,,,,,,
1888.306422,0.000259,,,,,,,,
1890.235233,0.000256,,,,,,,,
1892.164045,0.000267,,,,,,,,
1894.092856,0.000296,,,,,,,,
1896.021668,0.000311,,,,,,,,
1897.950479,0.000345,,,,,,,,
1899.87929,0.000388,,,,,,,,
1901.808102,0.000384,,,,,,,,
1903.736913,0.000365,,,,,,,,
1905.665725,0.000383,,,,,,,,
1907.594536,0.000423,,,,,,,,
1909.523348,0.000447,,,,,,,,
1911.452159,0.000462,,,,,,,,
1913.380971,0.000478,,,,,,,,
1915.309782,0.000477,,,,,,,,
1917.238594,0.000485,,,,,,,,
1919.167405,0.000506,,,,,,,,
1921.096217,0.000527,,,,,,,,
1923.025028,0.000568,,,,,,,,
1924.953839,0.000625,,,,,,,,
1926.882651,0.000666,,,,,,,,
1928.811462,0.000689,,,,,,,,
1930.740274,0.000707,,,,,,,,
1932.669085,0.000707,,,,,,,,
1934.597897,0.000732,,,,,,,,
1936.526708,0.00081,,,,,,,,
1938.45552,0.000884,,,,,,,,
1940.384331,0.000934,,,,,,,,
1942.313143,0.000965,,,,,,,,
1944.241954,0.001002,,,,,,,,
1946.170766,0.001059,,,,,,,,
1948.099577,0.001073,,,,,,,,
1950.028388,0.001035,,,,,,,,
1951.9572,0.000998,,,,,,,,
1953.886011,0.000973,,,,,,,,
1955.814823,0.000933,,,,,,,,
1957.743634,0.000881,,,,,,,,
1959.672446,0.000834,,,,,,,,
1961.601257,0.00078,,,,,,,,
1963.530069,0.000717,,,,,,,,
1965.45888,0.000653,,,,,,,,
1967.387692,0.00062,,,,,,,,
1969.316503,0.000616,,,,,,,,
1971.245315,0.000575,,,,,,,,
1973.174126,0.000527,,,,,,,,
1975.102938,0.000518,,,,,,,,
1977.031749,0.000525,,,,,,,,
1978.96056,0.000509,,,,,,,,
1980.889372,0.000447,,,,,,,,
1982.818183,0.00041,,,,,,,,
1984.746995,0.000433,,,,,,,,
1986.675806,0.000415,,,,,,,,
1988.604618,0.000357,,,,,,,,
1990.533429,0.000353,,,,,,,,
1992.462241,0.000364,,,,,,,,
1994.391052,0.000332,,,,,,,,
1996.319864,0.000309,,,,,,,,
1998.248675,0.000297,,,,,,,,
2000.177487,0.000258,,,,,,,,
2002.106298,0.000238,,,,,,,,
2004.035109,0.000268,,,,,,,,
2005.963921,0.000285,,,,,,,,
2007.892732,0.00027,,,,,,,,
2009.821544,0.000251,,,,,,,,
2011.750355,0.000228,,,,,,,,
2013.679167,0.000218,,,,,,,,
2015.607978,0.000254,,,,,,,,
2017.53679,0.000301,,,,,,,,
2019.465601,0.000313,,,,,,,,
2021.394413,0.000312,,,,,,,,
2023.323224,0.000318,,,,,,,,
2025.252036,0.000346,,,,,,,,
2027.180847,0.000405,,,,,,,,
2029.109658,0.000458,,,,,,,,
2031.03847,0.000452,,,,,,,,
2032.967281,0.000398,,,,,,,,
2034.896093,0.000348,,,,,,,,
2036.824904,0.000292,,,,,,,,
2038.753716,0.000217,,,,,,,,
2040.682527,0.000171,,,,,,,,
2042.611339,0.000173,,,,,,,,
2044.54015,0.000191,,,,,,,,
2046.468962,0.000174,,,,,,,,
2048.397773,0.000166,,,,,,,,
2050.326585,0.0002,,,,,,,,
2052.255396,0.000186,,,,,,,,
2054.184207,0.000156,,,,,,,,
2056.113019,0.000175,,,,,,,,
2058.04183,0.000177,,,,,,,,
2059.970642,0.000161,,,,,,,,
2061.899453,0.000171,,,,,,,,
2063.828265,0.000188,,,,,,,,
2065.757076,0.000185,,,,,,,,
2067.685888,0.0002,,,,,,,,
2069.614699,0.000236,,,,,,,,
2071.543511,0.000239,,,,,,,,
2073.472322,0.000241,,,,,,,,
2075.401134,0.000265,,,,,,,,
2077.329945,0.000284,,,,,,,,
2079.258756,0.000282,,,,,,,,
2081.187568,0.000271,,,,,,,,
2083.116379,0.000289,,,,,,,,
2085.045191,0.000308,,,,,,,,
2086.974002,0.00029,,,,,,,,
2088.902814,0.000277,,,,,,,,
2090.831625,0.00027,,,,,,,,
2092.760437,0.000287,,,,,,,,
2094.689248,0.000325,,,,,,,,
2096.61806,0.000308,,,,,,,,
2098.546871,0.000288,,,,,,,,
2100.475683,0.0003,,,,,,,,
2102.404494,0.000285,,,,,,,,
2104.333305,0.000268,,,,,,,,
2106.262117,0.00025,,,,,,,,
2108.190928,0.000226,,,,,,,,
2110.11974,0.000229,,,,,,,,
2112.048551,0.000223,,,,,,,,
2113.977363,0.000212,,,,,,,,
2115.906174,0.000229,,,,,,,,
2117.834986,0.000232,,,,,,,,
2119.763797,0.000238,,,,,,,,
2121.692609,0.000268,,,,,,,,
2123.62142,0.000271,,,,,,,,
2125.550232,0.000242,,,,,,,,
2127.479043,0.000201,,,,,,,,
2129.407854,0.000176,,,,,,,,
2131.336666,0.000197,,,,,,,,
2133.265477,0.000212,,,,,,,,
2135.194289,0.000198,,,,,,,,
2137.1231,0.000196,,,,,,,,
2139.051912,0.000206,,,,,,,,
2140.980723,0.000204,,,,,,,,
2142.909535,0.000204,,,,,,,,
2144.838346,0.000214,,,,,,,,
2146.767158,0.000219,,,,,,,,
2148.695969,0.00025,,,,,,,,
2150.624781,0.000281,,,,,,,,
2152.553592,0.000255,,,,,,,,
2154.482404,0.00022,,,,,,,,
2156.411215,0.000223,,,,,,,,
2158.340026,0.000249,,,,,,,,
2160.268838,0.000259,,,,,,,,
2162.197649,0.000244,,,,,,,,
2164.126461,0.000232,,,,,,,,
2166.055272,0.000244,,,,,,,,
2167.984084,0.000295,,,,,,,,
2169.912895,0.000353,,,,,,,,
2171.841707,0.000353,,,,,,,,
2173.770518,0.000332,,,,,,,,
2175.69933,0.000366,,,,,,,,
2177.628141,0.000438,,,,,,,,
2179.556953,0.000495,,,,,,,,
2181.485764,0.000527,,,,,,,,
2183.414575,0.000534,,,,,,,,
2185.343387,0.000539,,,,,,,,
2187.272198,0.000568,,,,,,,,
2189.20101,0.000588,,,,,,,,
2191.129821,0.000601,,,,,,,,
2193.058633,0.000619,,,,,,,,
2194.987444,0.000597,,,,,,,,
2196.916256,0.000543,,,,,,,,
2198.845067,0.000531,,,,,,,,
2200.773879,0.000541,,,,,,,,
2202.70269,0.00052,,,,,,,,
2204.631502,0.000509,,,,,,,,
2206.560313,0.000502,,,,,,,,
2208.489124,0.000457,,,,,,,,
2210.417936,0.000434,,,,,,,,
2212.346747,0.00042,,,,,,,,
2214.275559,0.000372,,,,,,,,
2216.20437,0.000349,,,,,,,,
2218.133182,0.000345,,,,,,,,
2220.061993,0.000326,,,,,,,,
2221.990805,0.000313,,,,,,,,
2223.919616,0.000318,,,,,,,,
2225.848428,0.000348,,,,,,,,
2227.777239,0.000377,,,,,,,,
2229.706051,0.000392,,,,,,,,
2231.634862,0.00041,,,,,,,,
2233.563673,0.000408,,,,,,,,
2235.492485,0.000389,,,,,,,,
2237.421296,0.000396,,,,,,,,
2239.350108,0.000403,,,,,,,,
2241.278919,0.000383,,,,,,,,
2243.207731,0.000374,,,,,,,,
2245.136542,0.000369,,,,,,,,
2247.065354,0.000334,,,,,,,,
2248.994165,0.000294,,,,,,,,
2250.922977,0.000255,,,,,,,,
2252.851788,0.000216,,,,,,,,
2254.7806,0.000203,,,,,,,,
2256.709411,0.000205,,,,,,,,
2258.638222,0.000201,,,,,,,,
2260.567034,0.000201,,,,,,,,
2262.495845,0.000215,,,,,,,,
2264.424657,0.000217,,,,,,,,
2266.353468,0.000184,,,,,,,,
2268.28228,0.000167,,,,,,,,
2270.211091,0.000189,,,,,,,,
2272.139903,0.00022,,,,,,,,
2274.068714,0.000252,,,,,,,,
2275.997526,0.000242,,,,,,,,
2277.926337,0.000201,,,,,,,,
2279.855149,0.000188,,,,,,,,
2281.78396,0.000179,,,,,,,,
2283.712771,0.000171,,,,,,,,
2285.641583,0.000179,,,,,,,,
2287.570394,0.000196,,,,,,,,
2289.499206,0.000216,,,,,,,,
2291.428017,0.000207,,,,,,,,
2293.356829,0.000158,,,,,,,,
2295.28564,0.000113,,,,,,,,
2297.214452,0.000077,,,,,,,,
2299.143263,2.40E-05,,,,,,,,
2301.072075,6.00E-06,,,,,,,,
2303.000886,3.80E-05,,,,,,,,
2304.929698,3.00E-05,,,,,,,,
2306.858509,-8.00E-06,,,,,,,,
2308.78732,-1.90E-05,,,,,,,,
2310.716132,-1.10E-05,,,,,,,,
2312.644943,3.00E-06,,,,,,,,
2314.573755,-8.00E-06,,,,,,,,
2316.502566,-2.10E-05,,,,,,,,
2318.431378,1.50E-05,,,,,,,,
2320.360189,3.20E-05,,,,,,,,
2322.289001,3.00E-06,,,,,,,,
2324.217812,-9.00E-06,,,,,,,,
2326.146624,-3.00E-06,,,,,,,,
2328.075435,-4.00E-06,,,,,,,,
2330.004247,-2.20E-05,,,,,,,,
2331.933058,-5.70E-05,,,,,,,,
2333.86187,-6.00E-05,,,,,,,,
2335.790681,-3.50E-05,,,,,,,,
2337.719492,-0.000039,,,,,,,,
2339.648304,-5.00E-05,,,,,,,,
2341.577115,-0.000033,,,,,,,,
2343.505927,-3.00E-06,,,,,,,,
2345.434738,-8.00E-06,,,,,,,,
2347.36355,-3.40E-05,,,,,,,,
2349.292361,-0.000023,,,,,,,,
2351.221173,-1.70E-05,,,,,,,,
2353.149984,-2.50E-05,,,,,,,,
2355.078796,-9.00E-06,,,,,,,,
2357.007607,-0.00001,,,,,,,,
2358.936419,-2.20E-05,,,,,,,,
2360.86523,0,,,,,,,,
2362.794041,3.40E-05,,,,,,,,
2364.722853,4.10E-05,,,,,,,,
2366.651664,4.70E-05,,,,,,,,
2368.580476,0.000075,,,,,,,,
2370.509287,7.30E-05,,,,,,,,
2372.438099,0.000057,,,,,,,,
2374.36691,5.60E-05,,,,,,,,
2376.295722,0.000036,,,,,,,,
2378.224533,0.000036,,,,,,,,
2380.153345,0.000064,,,,,,,,
2382.082156,7.60E-05,,,,,,,,
2384.010968,8.40E-05,,,,,,,,
2385.939779,7.60E-05,,,,,,,,
2387.86859,0.000067,,,,,,,,
2389.797402,8.40E-05,,,,,,,,
2391.726213,8.70E-05,,,,,,,,
2393.655025,9.20E-05,,,,,,,,
2395.583836,0.000139,,,,,,,,
2397.512648,0.000162,,,,,,,,
2399.441459,0.00015,,,,,,,,
2401.370271,0.000169,,,,,,,,
2403.299082,0.000195,,,,,,,,
2405.227894,0.00019,,,,,,,,
2407.156705,0.000164,,,,,,,,
2409.085517,0.000148,,,,,,,,
2411.014328,0.000158,,,,,,,,
2412.943139,0.000143,,,,,,,,
2414.871951,0.000118,,,,,,,,
2416.800762,0.000134,,,,,,,,
2418.729574,0.00012,,,,,,,,
2420.658385,5.50E-05,,,,,,,,
2422.587197,1.20E-05,,,,,,,,
2424.516008,1.40E-05,,,,,,,,
2426.44482,3.10E-05,,,,,,,,
2428.373631,0.000033,,,,,,,,
2430.302443,1.70E-05,,,,,,,,
2432.231254,6.00E-06,,,,,,,,
2434.160066,1.00E-06,,,,,,,,
2436.088877,-9.00E-06,,,,,,,,
2438.017688,0,,,,,,,,
2439.9465,0.000023,,,,,,,,
2441.875311,3.00E-05,,,,,,,,
2443.804123,5.00E-05,,,,,,,,
2445.732934,6.10E-05,,,,,,,,
2447.661746,0.000026,,,,,,,,
2449.590557,1.50E-05,,,,,,,,
2451.519369,0.000062,,,,,,,,
2453.44818,0.000109,,,,,,,,
2455.376992,0.000115,,,,,,,,
2457.305803,0.00013,,,,,,,,
2459.234615,0.000176,,,,,,,,
2461.163426,0.000208,,,,,,,,
2463.092237,0.00025,,,,,,,,
2465.021049,0.000304,,,,,,,,
2466.94986,0.000347,,,,,,,,
2468.878672,0.000405,,,,,,,,
2470.807483,0.000458,,,,,,,,
2472.736295,0.000481,,,,,,,,
2474.665106,0.000513,,,,,,,,
2476.593918,0.000597,,,,,,,,
2478.522729,0.000677,,,,,,,,
2480.451541,0.000728,,,,,,,,
2482.380352,0.000776,,,,,,,,
2484.309164,0.000774,,,,,,,,
2486.237975,0.000767,,,,,,,,
2488.166786,0.00081,,,,,,,,
2490.095598,0.000831,,,,,,,,
2492.024409,0.000817,,,,,,,,
2493.953221,0.000809,,,,,,,,
2495.882032,0.000811,,,,,,,,
2497.810844,0.000795,,,,,,,,
2499.739655,0.000774,,,,,,,,
2501.668467,0.000776,,,,,,,,
2503.597278,0.000757,,,,,,,,
2505.52609,0.000727,,,,,,,,
2507.454901,0.000749,,,,,,,,
2509.383713,0.000797,,,,,,,,
2511.312524,0.000825,,,,,,,,
2513.241336,0.000823,,,,,,,,
2515.170147,0.00083,,,,,,,,
2517.098958,0.000867,,,,,,,,
2519.02777,0.000893,,,,,,,,
2520.956581,0.000898,,,,,,,,
2522.885393,0.000909,,,,,,,,
2524.814204,0.000898,,,,,,,,
2526.743016,0.000865,,,,,,,,
2528.671827,0.000856,,,,,,,,
2530.600639,0.000849,,,,,,,,
2532.52945,0.000817,,,,,,,,
2534.458262,0.00079,,,,,,,,
2536.387073,0.000793,,,,,,,,
2538.315885,0.000791,,,,,,,,
2540.244696,0.000749,,,,,,,,
2542.173507,0.000689,,,,,,,,
2544.102319,0.000652,,,,,,,,
2546.03113,0.00065,,,,,,,,
2547.959942,0.000649,,,,,,,,
2549.888753,0.000616,,,,,,,,
2551.817565,0.0006,,,,,,,,
2553.746376,0.000605,,,,,,,,
2555.675188,0.000567,,,,,,,,
2557.603999,0.000522,,,,,,,,
2559.532811,0.000525,,,,,,,,
2561.461622,0.000554,,,,,,,,
2563.390434,0.00058,,,,,,,,
2565.319245,0.00059,,,,,,,,
2567.248056,0.000585,,,,,,,,
2569.176868,0.000587,,,,,,,,
2571.105679,0.00061,,,,,,,,
2573.034491,0.000606,,,,,,,,
2574.963302,0.000558,,,,,,,,
2576.892114,0.000514,,,,,,,,
2578.820925,0.000465,,,,,,,,
2580.749737,0.000416,,,,,,,,
2582.678548,0.000394,,,,,,,,
2584.60736,0.000374,,,,,,,,
2586.536171,0.000373,,,,,,,,
2588.464983,0.000374,,,,,,,,
2590.393794,0.000327,,,,,,,,
2592.322605,0.000268,,,,,,,,
2594.251417,0.000217,,,,,,,,
2596.180228,0.000187,,,,,,,,
2598.10904,0.000169,,,,,,,,
2600.037851,0.000129,,,,,,,,
2601.966663,0.000119,,,,,,,,
2603.895474,0.000152,,,,,,,,
2605.824286,0.000154,,,,,,,,
2607.753097,0.000131,,,,,,,,
2609.681909,0.000107,,,,,,,,
2611.61072,0.000082,,,,,,,,
2613.539532,0.000075,,,,,,,,
2615.468343,9.10E-05,,,,,,,,
2617.397154,0.000103,,,,,,,,
2619.325966,9.20E-05,,,,,,,,
2621.254777,6.90E-05,,,,,,,,
2623.183589,0.000051,,,,,,,,
2625.1124,0.000049,,,,,,,,
2627.041212,0.000039,,,,,,,,
2628.970023,1.80E-05,,,,,,,,
2630.898835,2.10E-05,,,,,,,,
2632.827646,2.50E-05,,,,,,,,
2634.756458,1.40E-05,,,,,,,,
2636.685269,7.00E-06,,,,,,,,
2638.614081,1.20E-05,,,,,,,,
2640.542892,-1.40E-05,,,,,,,,
2642.471703,-0.000062,,,,,,,,
2644.400515,-4.40E-05,,,,,,,,
2646.329326,-1.50E-05,,,,,,,,
2648.258138,-4.00E-05,,,,,,,,
2650.186949,-7.00E-05,,,,,,,,
2652.115761,-9.20E-05,,,,,,,,
2654.044572,-9.60E-05,,,,,,,,
2655.973384,-0.000108,,,,,,,,
2657.902195,-0.000151,,,,,,,,
2659.831007,-0.000156,,,,,,,,
2661.759818,-0.000121,,,,,,,,
2663.68863,-0.00013,,,,,,,,
2665.617441,-0.000152,,,,,,,,
2667.546253,-0.000127,,,,,,,,
2669.475064,-0.000118,,,,,,,,
2671.403875,-0.000142,,,,,,,,
2673.332687,-0.000153,,,,,,,,
2675.261498,-0.000165,,,,,,,,
2677.19031,-0.000185,,,,,,,,
2679.119121,-0.000204,,,,,,,,
2681.047933,-0.000215,,,,,,,,
2682.976744,-0.000212,,,,,,,,
2684.905556,-0.000191,,,,,,,,
2686.834367,-0.000173,,,,,,,,
2688.763179,-0.000196,,,,,,,,
2690.69199,-0.000218,,,,,,,,
2692.620802,-0.000223,,,,,,,,
2694.549613,-0.00026,,,,,,,,
2696.478424,-0.000292,,,,,,,,
2698.407236,-0.000278,,,,,,,,
2700.336047,-0.000271,,,,,,,,
2702.264859,-0.000298,,,,,,,,
2704.19367,-0.000318,,,,,,,,
2706.122482,-0.000293,,,,,,,,
2708.051293,-0.000268,,,,,,,,
2709.980105,-0.000285,,,,,,,,
2711.908916,-0.000275,,,,,,,,
2713.837728,-0.000265,,,,,,,,
2715.766539,-0.000293,,,,,,,,
2717.695351,-0.000283,,,,,,,,
2719.624162,-0.000269,,,,,,,,
2721.552973,-0.000273,,,,,,,,
2723.481785,-0.000273,,,,,,,,
2725.410596,-0.000309,,,,,,,,
2727.339408,-0.000328,,,,,,,,
2729.268219,-0.000332,,,,,,,,
2731.197031,-0.000347,,,,,,,,
2733.125842,-0.000312,,,,,,,,
2735.054654,-0.000255,,,,,,,,
2736.983465,-0.000244,,,,,,,,
2738.912277,-0.000292,,,,,,,,
2740.841088,-0.000324,,,,,,,,
2742.7699,-0.000292,,,,,,,,
2744.698711,-0.000276,,,,,,,,
2746.627522,-0.000291,,,,,,,,
2748.556334,-0.000285,,,,,,,,
2750.485145,-0.000269,,,,,,,,
2752.413957,-0.000254,,,,,,,,
2754.342768,-0.000252,,,,,,,,
2756.27158,-0.000269,,,,,,,,
2758.200391,-0.000283,,,,,,,,
2760.129203,-0.000282,,,,,,,,
2762.058014,-0.000288,,,,,,,,
2763.986826,-0.000323,,,,,,,,
2765.915637,-0.000372,,,,,,,,
2767.844449,-0.000375,,,,,,,,
2769.77326,-0.000337,,,,,,,,
2771.702071,-0.000316,,,,,,,,
2773.630883,-0.000307,,,,,,,,
2775.559694,-0.000297,,,,,,,,
2777.488506,-0.000291,,,,,,,,
2779.417317,-0.00029,,,,,,,,
2781.346129,-0.000291,,,,,,,,
2783.27494,-0.000244,,,,,,,,
2785.203752,-0.000182,,,,,,,,
2787.132563,-0.000169,,,,,,,,
2789.061375,-0.00017,,,,,,,,
2790.990186,-0.000165,,,,,,,,
2792.918998,-0.000158,,,,,,,,
2794.847809,-0.000156,,,,,,,,
2796.77662,-0.000187,,,,,,,,
2798.705432,-0.00021,,,,,,,,
2800.634243,-0.000165,,,,,,,,
2802.563055,-9.20E-05,,,,,,,,
2804.491866,-0.000085,,,,,,,,
2806.420678,-0.000111,,,,,,,,
2808.349489,-0.000104,,,,,,,,
2810.278301,-0.000127,,,,,,,,
2812.207112,-0.00015,,,,,,,,
2814.135924,-0.000109,,,,,,,,
2816.064735,-0.000088,,,,,,,,
2817.993547,-7.40E-05,,,,,,,,
2819.922358,-3.80E-05,,,,,,,,
2821.851169,-0.000033,,,,,,,,
2823.779981,-0.000036,,,,,,,,
2825.708792,-5.40E-05,,,,,,,,
2827.637604,-9.70E-05,,,,,,,,
2829.566415,-0.000117,,,,,,,,
2831.495227,-0.000117,,,,,,,,
2833.424038,-0.00011,,,,,,,,
2835.35285,-9.90E-05,,,,,,,,
2837.281661,-9.20E-05,,,,,,,,
2839.210473,-9.70E-05,,,,,,,,
2841.139284,-8.00E-05,,,,,,,,
2843.068096,-3.20E-05,,,,,,,,
2844.996907,2.70E-05,,,,,,,,
2846.925719,0.000165,,,,,,,,
2848.85453,0.000364,,,,,,,,
2850.783341,0.000449,,,,,,,,
2852.712153,0.000406,,,,,,,,
2854.640964,0.000371,,,,,,,,
2856.569776,0.000362,,,,,,,,
2858.498587,0.000316,,,,,,,,
2860.427399,0.000258,,,,,,,,
2862.35621,0.000239,,,,,,,,
2864.285022,0.000251,,,,,,,,
2866.213833,0.000272,,,,,,,,
2868.142645,0.000308,,,,,,,,
2870.071456,0.000339,,,,,,,,
2872.000268,0.00035,,,,,,,,
2873.929079,0.000381,,,,,,,,
2875.85789,0.00042,,,,,,,,
2877.786702,0.000417,,,,,,,,
2879.715513,0.000407,,,,,,,,
2881.644325,0.000438,C-H,,,,,,,
2883.573136,0.000513,C-H,,,,,,,
2885.501948,0.000599,C-H,,,,,,,
2887.430759,0.000637,C-H,,,,,,,
2889.359571,0.000649,C-H,,,,,,,
2891.288382,0.000663,C-H,,,,,,,
2893.217194,0.000646,C-H,,,,,,,
2895.146005,0.000612,C-H,,,,,,,
2897.074817,0.000577,C-H,,,,,,,
2899.003628,0.00056,C-H,,,,,,,
2900.932439,0.000573,C-H,,,,,,,
2902.861251,0.0006,C-H,,,,,,,
2904.790062,0.000654,C-H,,,,,,,
2906.718874,0.000693,C-H,,,,,,,
2908.647685,0.000697,C-H,,,,,,,
2910.576497,0.000711,C-H,,,,,,,
2912.505308,0.000748,C-H,,,,,,,
2914.43412,0.000847,C-H,,,,,,,
2916.362931,0.000943,C-H,,,,,,,
2918.291743,0.00096,C-H,,,,,,,
2920.220554,0.000976,C-H,,,,,,,
2922.149366,0.001007,C-H,,,,,,,
2924.078177,0.000975,C-H,,,,,,,
2926.006988,0.000885,C-H,,,,,,,
2927.9358,0.00083,C-H,,,,,,,
2929.864611,0.000809,C-H,,,,,,,
2931.793423,0.000782,C-H,,,,,,,
2933.722234,0.000778,C-H,,,,,,,
2935.651046,0.000792,C-H,,,,,,,
2937.579857,0.000847,C-H,,,,,,,
2939.508669,0.00093,C-H,,,,,,,
2941.43748,0.000997,C-H,,,,,,,
2943.366292,0.001118,C-H,,,,,,,
2945.295103,0.001347,C-H,,,,,,,
2947.223915,0.001604,C-H,,,,,,,
2949.152726,0.001791,C-H,,,,,,,
2951.081537,0.001938,C-H,,,,,,,
2953.010349,0.002084,C-H,,,,,,,
2954.93916,0.002189,C-H,,,,,,,
2956.867972,0.002266,C-H,,,,,,,
2958.796783,0.002278,C-H,,,,,,,
2960.725595,0.002216,C-H,,,,,,,
2962.654406,0.002173,C-H,,,,,,,
2964.583218,0.002129,C-H,,,,,,,
2966.512029,0.002038,C-H,,,,,,,
2968.440841,0.001912,C-H,,,,,,,
2970.369652,0.001774,C-H,,,,,,,
2972.298464,0.001653,C-H,,,,,,,
2974.227275,0.001503,C-H,,,,,,,
2976.156086,0.001342,C-H,,,,,,,
2978.084898,0.001252,C-H,,,,,,,
2980.013709,0.00118,C-H,,,,,,,
2981.942521,0.001117,C-H,,,,,,,
2983.871332,0.001087,C-H,,,,,,,
2985.800144,0.001023,C-H,,,,,,,
2987.728955,0.000945,C-H,,,,,,,
2989.657767,0.000907,C-H,,,,,,,
2991.586578,0.000884,C-H,,,,,,,
2993.51539,0.000825,C-H,,,,,,,
2995.444201,0.000744,C-H,,,,,,,
2997.373013,0.000676,C-H,,,,,,,
2999.301824,0.000609,C-H,,,,,,,
3001.230635,0.000575,C-H,,,,,,,
3003.159447,0.000574,C-H,,,,,,,
3005.088258,0.000571,C-H,,,,,,,
3007.01707,0.000548,C-H,,,,,,,
3008.945881,0.000507,C-H,,,,,,,
3010.874693,0.000482,C-H,,,,,,,
3012.803504,0.000463,C-H,,,,,,,
3014.732316,0.000516,C-H,,,,,,,
3016.661127,0.000602,C-H,,,,,,,
3018.589939,0.000479,C-H,,,,,,,
3020.51875,0.000218,C-H,,,,,,,
3022.447562,6.80E-05,,,,,,,,
3024.376373,3.50E-05,,,,,,,,
3026.305185,0.000033,,,,,,,,
3028.233996,2.40E-05,,,,,,,,
3030.162807,-1.00E-06,,,,,,,,
3032.091619,-1.90E-05,,,,,,,,
3034.02043,-0.000026,,,,,,,,
3035.949242,-4.00E-05,,,,,,,,
3037.878053,-4.10E-05,,,,,,,,
3039.806865,-5.00E-05,,,,,,,,
3041.735676,-4.10E-05,,,,,,,,
3043.664488,1.90E-05,,,,,,,,
3045.593299,0.000067,,,,,,,,
3047.522111,0.000126,,,,,,,,
3049.450922,0.00021,,,,,,,,
3051.379734,0.000257,,,,,,,,
3053.308545,0.000266,,,,,,,,
3055.237356,0.000314,,,,,,,,
3057.166168,0.000351,,,,,,,,
3059.094979,0.000259,,,,,,,,
3061.023791,0.000214,,,,,,,,
3062.952602,0.000262,,,,,,,,
3064.881414,0.000282,,,,,,,,
3066.810225,0.000338,,,,,,,,
3068.739037,0.000349,,,,,,,,
3070.667848,0.000307,,,,,,,,
3072.59666,0.00033,,,,,,,,
3074.525471,0.000355,,,,,,,,
3076.454283,0.000346,,,,,,,,
3078.383094,0.000307,,,,,,,,
3080.311905,0.000266,,,,,,,,
3082.240717,0.000278,,,,,,,,
3084.169528,0.000328,,,,,,,,
3086.09834,0.000308,,,,,,,,
3088.027151,0.000202,,,,,,,,
3089.955963,0.000113,,,,,,,,
3091.884774,0.000088,,,,,,,,
3093.813586,0.000155,,,,,,,,
3095.742397,0.000192,,,,,,,,
3097.671209,0.000111,,,,,,,,
3099.60002,0.000075,,,,,,,,
3101.528832,0.000114,,,,,,,,
3103.457643,0.000144,,,,,,,,
3105.386454,0.000148,,,,,,,,
3107.315266,0.000131,,,,,,,,
3109.244077,9.70E-05,,,,,,,,
3111.172889,6.80E-05,,,,,,,,
3113.1017,0.000062,,,,,,,,
3115.030512,-8.00E-06,,,,,,,,
3116.959323,-0.000101,,,,,,,,
3118.888135,-0.000109,,,,,,,,
3120.816946,-8.90E-05,,,,,,,,
3122.745758,-6.40E-05,,,,,,,,
3124.674569,-3.70E-05,,,,,,,,
3126.603381,-3.70E-05,,,,,,,,
3128.532192,-0.000065,,,,,,,,
3130.461003,-0.000113,,,,,,,,
3132.389815,-0.000143,,,,,,,,
3134.318626,-0.000156,,,,,,,,
3136.247438,-0.000167,,,,,,,,
3138.176249,-0.000137,,,,,,,,
3140.105061,-9.30E-05,,,,,,,,
3142.033872,-9.10E-05,,,,,,,,
3143.962684,-0.000136,,,,,,,,
3145.891495,-0.000211,,,,,,,,
3147.820307,-0.000207,,,,,,,,
3149.749118,-0.000178,,,,,,,,
